NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,2,24.2
0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,0,5.45
1,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,6.03
0,0,0,1,1,0,0,0,0,0,0,1,0,48,320,0,18.81
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,1,4.74
0,0,0,1,0,0,0,0,0,0,1,0,0,44,320,0,22.26
0,0,0,1,1,0,0,0,0,0,0,0,0,8,160,0,4.74
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,0,12.57
0,1,0,0,0,0,0,0,0,0,1,0,0,48,8,0,7.35
0,1,0,0,0,0,0,0,0,0,1,0,0,22,8,0,9.77
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,0,21.59
0,1,0,0,0,0,0,0,0,0,1,0,0,48,8,0,6.93
0,0,0,0,0,0,0,0,0,0,1,0,1,44,320,0,26.22
0,0,0,0,0,0,1,0,0,0,0,0,1,22,8,0,12.6
0,0,0,1,0,0,1,0,0,0,0,0,0,44,320,0,22.12
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,0,2.98
0,0,0,1,0,0,0,0,1,0,0,0,0,48,8,0,10.48
0,0,0,0,0,0,1,0,0,0,0,0,1,44,160,0,15.99
0,1,0,0,0,0,1,0,0,1,0,0,0,8,160,0,4.18
0,0,0,1,1,0,0,0,0,0,0,0,0,22,8,0,11.07
0,0,0,1,0,0,1,0,0,0,0,0,0,48,160,0,19.85
0,0,0,0,0,0,0,0,1,0,0,0,1,44,160,0,25.65
0,0,0,0,0,0,0,1,0,0,0,0,1,44,320,0,26.38
0,0,0,0,0,0,0,0,1,0,0,0,1,48,8,1,20.38
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,0,5.01
0,0,0,0,0,0,1,0,0,0,0,0,1,44,320,0,26.14
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,0,7.26
0,1,0,0,1,0,0,0,0,0,0,0,0,22,8,0,9.87
0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,0,5.46
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,0,2.93
0,1,0,0,0,1,1,0,0,0,0,0,0,22,8,0,9.13
0,1,0,0,0,0,0,0,0,0,1,0,0,44,8,0,15.79
0,1,0,0,1,0,0,0,0,0,0,0,0,48,160,0,15.99
0,0,0,1,0,0,1,0,0,0,0,0,0,48,160,0,19.73
0,0,1,0,0,0,0,0,0,0,1,0,1,22,8,0,14.23
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,0,11.62
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,2,4.49
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,9.26
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,2,9.8
1,0,0,0,0,0,0,0,1,0,0,0,1,8,160,0,5.73
0,1,0,0,0,0,0,1,0,0,0,1,0,8,160,0,4.51
0,0,0,0,0,0,0,0,0,0,1,1,1,44,320,0,16.31
0,0,0,0,0,0,0,0,0,0,1,1,1,22,320,0,14.53
0,1,0,0,0,0,0,0,0,0,1,1,0,22,8,0,7.22
0,1,0,0,0,0,1,0,0,0,0,1,0,22,8,0,10.1
0,0,0,1,0,0,0,1,0,0,0,1,0,22,8,0,6.93
0,0,0,0,0,0,0,0,0,0,1,1,1,44,8,0,21.42
0,0,0,0,0,0,1,0,0,0,0,1,1,22,8,0,10.88
0,1,0,0,1,0,0,0,0,0,0,1,0,22,8,0,5.41
0,1,0,0,1,0,0,0,0,0,0,1,0,44,320,0,18.11
0,0,0,1,0,0,1,0,0,0,0,1,0,22,160,0,11.9
0,1,0,0,0,0,0,0,0,0,1,1,0,22,8,0,7.6
0,1,0,0,0,0,1,0,0,0,0,1,0,8,8,0,2.26
0,0,0,0,0,0,0,0,0,0,1,1,1,48,320,0,15.27
0,1,0,0,0,0,0,0,0,0,1,1,0,44,8,0,9.25
0,0,0,0,0,0,1,0,0,1,0,1,1,22,8,2,14.56
0,0,0,1,1,0,0,0,0,0,0,1,0,22,8,0,9.21
0,0,0,0,0,0,0,1,0,0,0,1,1,44,160,0,21.72
0,1,0,0,0,0,0,0,1,0,0,1,0,8,320,0,4.48
0,0,0,0,0,0,0,1,0,0,0,1,1,48,8,0,19.85
0,0,0,1,1,0,0,0,0,0,0,1,0,8,8,1,4.13
0,1,0,0,0,0,0,0,0,0,1,1,0,48,8,2,12.61
0,0,0,0,0,0,1,0,0,0,0,1,1,8,160,0,5.91
0,0,0,0,0,0,1,0,0,0,0,1,1,8,8,0,3.61
0,0,0,0,0,0,0,0,0,0,1,1,1,44,8,1,18.16
0,0,0,0,0,0,0,0,0,0,1,1,1,8,320,0,5.91
0,0,0,1,0,0,0,1,0,0,0,1,0,48,8,0,10.02
0,0,0,1,0,1,0,0,0,0,1,1,0,8,320,0,6.39
0,0,0,0,0,0,0,0,0,0,1,1,1,48,8,0,19.38
0,0,0,0,1,0,0,0,0,0,0,1,1,8,8,0,5.17
0,0,0,1,1,0,0,0,0,0,0,1,0,48,8,0,14.38
0,0,1,1,1,0,0,0,0,0,0,1,0,48,8,0,15.94
0,1,0,0,1,0,0,0,0,0,0,1,0,44,8,0,17.6
0,1,0,0,0,0,0,0,0,0,1,1,0,44,8,2,15.97
0,0,0,0,0,0,1,0,0,0,0,1,1,44,8,0,19.24
0,1,0,0,1,0,0,0,0,0,0,1,0,8,8,0,4.25
1,1,0,0,0,0,0,0,1,0,0,1,0,48,8,1,12.86
0,0,0,0,0,0,0,0,0,0,1,0,1,48,8,1,11.51
0,0,0,0,1,0,0,0,0,0,0,0,1,44,320,0,19.14
0,1,0,0,0,0,0,1,0,0,0,0,0,48,8,0,14.59
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,0,5.82
0,0,0,1,0,0,0,0,1,0,0,0,0,22,8,0,7.32
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,2,4.08
0,0,0,0,1,0,0,0,0,0,0,0,1,48,8,0,17.35
0,1,0,0,0,0,0,0,1,0,0,0,0,22,160,0,6.28
0,0,0,0,1,0,0,0,0,0,0,0,1,48,320,0,17.42
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,1,8.22
0,0,0,0,0,0,0,0,0,0,1,0,1,48,8,0,16.36
0,1,0,0,1,0,0,0,0,0,0,0,0,22,8,0,5.68
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,0,2.41
0,0,0,0,0,0,0,1,0,0,0,0,1,8,8,0,3.63
0,0,0,0,0,0,1,0,0,1,0,0,1,8,8,1,5.25
0,0,0,1,1,0,0,0,0,0,0,0,0,22,8,0,9.55
0,0,0,0,1,0,0,0,0,0,0,0,1,48,160,0,17.02
0,1,0,0,0,0,0,0,1,0,0,0,0,22,8,0,8.45
0,0,0,1,0,0,0,1,0,0,0,0,0,22,8,0,9.56
0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,0,5.27
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,0,7.78
0,0,0,1,0,0,1,0,0,0,0,0,0,48,8,0,14.6
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,0,15.22
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,0,4.11
0,1,0,0,0,0,0,0,1,0,0,0,0,8,320,0,4.18
0,0,0,0,0,0,0,0,0,0,1,0,1,44,320,0,16.76
0,0,0,0,0,1,0,1,0,0,0,0,1,44,320,0,19.08
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,0,11.47
0,1,0,0,1,0,0,0,0,0,0,0,0,44,8,0,17.03
0,0,0,1,0,0,0,0,0,0,1,0,0,8,160,0,4.75
0,0,1,0,0,0,0,0,1,0,0,0,1,22,8,0,11.8
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,8.04
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,2,12.88
0,1,0,0,0,0,1,0,0,0,0,0,0,8,8,0,4.34
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,0,4.13
1,0,0,0,0,0,0,1,0,0,0,0,1,44,8,1,18.46
0,0,0,0,1,0,0,0,0,0,0,0,1,48,320,0,14.65
0,1,0,0,1,0,0,0,0,0,0,0,0,44,8,0,9.53
0,1,0,0,0,0,0,0,0,0,1,0,0,22,8,0,5.6
0,0,0,0,0,0,0,0,0,0,1,0,1,22,160,0,9.63
0,0,0,0,0,0,0,0,0,0,1,0,1,48,8,0,12.97
0,0,0,0,0,0,0,1,0,0,0,0,1,44,8,0,15.33
0,0,0,0,0,0,1,0,0,0,0,0,1,8,160,0,3.82
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,0,2.29
0,1,0,0,0,0,0,0,1,0,0,0,0,44,8,0,10.04
0,0,0,1,0,0,1,0,0,0,0,0,0,22,8,1,6.31
0,1,0,0,0,0,0,0,1,0,0,0,0,22,8,0,4.77
0,1,0,0,1,0,0,0,0,1,0,0,0,8,8,0,2.07
0,1,0,0,0,0,0,0,0,0,1,0,0,22,320,0,6.37
0,0,0,1,0,0,1,0,0,0,0,0,0,8,160,0,3.37
0,0,0,1,0,0,0,0,1,0,0,0,0,48,8,0,10.98
0,0,0,0,0,0,0,1,0,0,0,0,1,22,320,0,9.65
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,1,8.14
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,0,3.56
0,0,0,1,0,0,1,0,0,0,0,0,0,44,8,0,11.29
0,1,0,0,1,0,0,0,0,0,0,0,0,22,8,0,5.02
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,4.75
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,0,2.73
0,1,0,0,0,0,0,0,0,0,1,0,0,48,8,0,7.24
0,0,0,1,0,1,1,0,0,0,0,0,0,8,160,0,3.6
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,0,2.04
0,0,0,0,1,0,0,0,0,0,0,0,1,48,8,0,13.24
0,0,0,1,0,0,1,0,0,0,0,0,0,44,8,0,12.74
0,1,1,0,1,0,0,0,0,0,0,0,0,8,8,0,2.37
0,0,0,1,0,0,0,0,1,0,0,0,0,44,8,0,12.76
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,2,8.09
0,1,0,0,0,0,0,0,1,0,0,0,0,48,8,0,7.17
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,5.54
1,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,5.86
0,1,0,0,1,0,0,0,0,0,0,0,0,44,320,0,18.78
0,0,0,0,0,0,0,0,0,0,1,0,1,8,320,0,4.02
0,0,0,0,0,0,0,0,0,0,1,0,1,44,320,0,26.13
0,1,0,0,1,0,0,0,0,0,0,0,0,48,320,0,11.34
0,0,0,0,1,0,0,0,0,0,0,0,1,22,320,0,9.77
0,0,0,1,0,0,1,0,0,0,0,0,0,8,320,0,4.78
0,1,0,0,1,0,0,0,0,0,0,0,0,8,320,0,4.18
0,0,0,0,0,0,0,0,0,0,1,0,1,8,320,0,6.14
0,0,0,0,0,0,0,0,0,0,1,0,1,44,320,0,16.7
0,0,0,0,0,0,1,0,0,0,0,0,1,22,320,0,9.65
0,1,0,0,0,0,0,0,0,0,1,0,0,22,320,0,6.31
0,0,0,1,0,0,0,0,0,1,1,0,0,8,320,0,4.78
0,0,0,0,0,0,0,0,0,0,1,0,1,22,320,0,14.57
0,0,0,0,0,0,0,0,1,0,0,0,1,22,320,0,14.55
0,1,0,0,0,0,0,1,0,0,0,0,0,8,320,0,4.4
0,0,0,1,0,0,1,0,0,0,0,0,0,44,320,0,22.06
0,0,0,1,0,0,0,1,0,0,0,0,0,22,320,0,8.03
0,0,0,0,0,0,0,0,0,0,1,0,1,22,320,0,11.72
0,0,0,0,1,0,0,0,0,0,0,0,1,8,320,0,6.25
0,1,0,0,0,0,0,1,0,0,0,0,0,8,320,0,2.61
0,0,0,1,0,1,0,0,0,0,1,0,0,44,320,0,22.14
0,0,0,0,1,0,0,0,0,0,0,0,1,44,320,0,26.07
0,0,0,1,0,0,0,0,1,0,0,0,0,8,320,0,4.77
0,0,1,0,0,0,0,0,0,0,1,0,1,48,320,0,24.13
0,1,0,0,0,0,0,0,1,0,0,0,0,48,320,0,16.51
1,0,0,0,0,0,0,1,0,0,0,0,1,8,320,0,5.72
0,0,0,0,0,0,0,0,0,0,1,0,1,22,320,0,10.3
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,0,9.75
0,0,0,1,0,0,0,0,0,0,1,0,0,48,320,0,19.72
0,0,0,0,0,0,0,0,0,0,1,0,1,44,320,0,17.86
0,0,0,0,0,0,0,1,0,0,0,0,1,22,320,0,14.48
0,0,0,0,0,0,0,0,1,0,0,0,1,48,160,0,21.02
0,0,0,0,0,0,0,0,0,0,1,0,1,48,320,0,18.3
0,0,0,0,0,0,0,1,0,0,0,0,1,44,160,0,16.13
0,0,0,0,0,0,1,0,0,0,0,0,1,48,8,0,13.26
0,0,0,0,1,0,0,0,0,0,0,0,1,48,320,0,14.7
0,0,0,0,1,0,0,0,0,1,0,0,1,44,8,0,20.5
0,1,0,0,0,0,0,0,0,0,1,0,0,22,320,0,10.03
0,0,0,1,0,0,1,0,0,0,0,0,0,22,160,0,11.78
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,0,4.73
0,0,0,0,0,0,0,1,0,0,0,0,1,22,8,0,12.12
0,0,0,0,0,0,1,0,0,0,0,0,1,44,160,0,25.61
0,0,0,1,0,0,0,1,0,0,0,0,0,48,160,0,11.51
0,0,0,1,0,0,0,0,1,0,0,0,0,44,160,0,21.65
0,0,0,1,1,0,0,0,0,0,0,0,0,8,320,0,4.82
0,0,0,0,1,0,0,0,0,0,0,0,1,48,160,0,14.76
0,1,0,0,0,1,0,0,0,0,1,0,0,44,8,0,10.4
0,0,0,0,1,0,0,0,0,0,0,0,1,8,160,0,5.87
0,0,0,1,0,0,0,0,0,0,1,0,0,44,160,0,21.48
0,0,1,0,0,0,0,0,0,0,1,0,1,44,320,0,26.3
0,1,0,0,0,0,1,0,0,0,0,0,0,8,8,0,4.12
0,1,0,0,1,0,0,0,0,0,0,0,0,22,320,0,10.06
1,0,0,1,0,0,0,0,1,0,0,0,0,22,160,0,11.64
0,0,0,1,0,0,0,0,0,0,1,0,0,48,8,0,10.74
0,0,0,1,0,0,0,0,0,0,1,0,0,48,8,0,19.74
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,0,4.67
0,0,0,0,1,0,0,0,0,0,0,0,1,44,8,0,15.13
0,0,0,0,1,0,0,0,0,0,0,0,1,48,8,0,17.32
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,0,18.25
0,0,0,0,0,0,0,1,0,0,0,0,1,22,8,0,8.85
0,1,0,0,0,0,0,0,0,0,1,0,0,44,8,0,9.6
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,3.69
0,0,0,0,0,0,0,0,0,1,1,0,1,48,8,0,21.3
0,0,0,0,1,0,0,0,0,0,0,0,1,22,8,0,11.42
0,0,0,1,0,0,0,0,1,0,0,0,0,48,8,0,19.66
0,0,0,0,0,0,0,1,0,0,0,0,1,44,8,0,27.45
0,1,0,0,0,0,0,0,1,0,0,0,0,22,8,0,9.86
0,0,0,0,0,0,1,0,0,0,0,0,1,48,8,0,21.49
0,1,0,0,1,0,0,0,0,0,0,0,0,48,8,0,6.83
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,0,13.24
0,0,0,0,0,0,0,1,0,0,0,0,1,8,8,0,6.06
0,0,0,0,0,0,0,0,0,0,1,0,1,48,8,0,13.13
0,0,0,1,1,0,0,0,0,0,0,0,0,48,8,0,19.77
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,0,4.72
0,1,1,0,1,0,0,0,0,0,0,0,0,22,8,0,8.05
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,0,4.69
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,0,3.93
1,0,0,0,0,0,1,0,0,0,0,0,1,8,8,0,5.75
0,0,0,1,0,0,0,0,0,0,1,0,0,48,8,2,8.85
0,1,0,0,0,0,0,0,1,0,0,0,0,48,8,0,5.58
0,0,0,0,1,0,0,0,0,0,0,0,1,22,8,1,8.07
0,0,0,0,1,0,0,0,0,0,0,0,1,48,320,0,15.27
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,1,8.1
0,0,0,0,0,0,0,0,1,0,0,0,1,22,8,0,8.13
0,0,0,0,0,0,0,0,1,0,0,0,1,48,8,0,13.26
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,0,2.95
0,1,0,0,0,0,0,0,1,1,0,0,0,44,8,0,9.53
0,0,0,0,0,0,0,1,0,0,0,0,1,22,8,0,8.91
0,1,0,0,0,0,0,0,1,0,0,0,0,22,160,0,6.66
0,0,0,0,0,0,0,0,1,0,0,0,1,8,320,0,4.01
0,0,0,1,0,0,0,1,0,0,0,0,0,22,8,0,6.4
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,2,8.11
0,1,0,0,1,0,0,0,0,0,0,0,0,44,8,0,9.45
0,0,0,0,0,0,1,0,0,0,0,0,1,22,8,1,8.14
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,0,16.11
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,1,13.75
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,3.3
0,0,0,1,0,0,1,0,0,0,0,0,0,8,160,0,3.4
0,1,0,0,0,1,0,0,0,0,1,0,0,8,320,0,3.71
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,0,2.04
0,0,0,0,1,0,0,0,0,0,0,0,1,22,160,0,9.57
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0,2.94
0,1,1,0,0,0,0,0,1,0,0,0,0,8,160,0,2.58
0,1,0,0,0,0,0,0,0,0,1,0,0,22,8,0,5.61
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,2,14.62
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,0,3.05
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,4.76
1,1,0,0,1,0,0,0,0,0,0,0,0,8,8,0,2.29
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,0,13.37
0,0,0,1,0,0,0,0,0,0,1,0,0,8,160,0,3.34
0,1,0,0,0,0,0,0,0,0,1,0,0,44,8,0,14.31
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,0,20.04
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,0,16.18
0,0,0,1,0,0,0,0,0,0,1,0,0,48,320,0,12.74
0,0,0,0,0,0,0,0,0,0,1,0,1,48,8,0,14.0
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,0,12.62
0,0,0,0,0,0,0,0,0,1,1,0,1,48,8,1,20.58
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,0,11.78
0,0,0,1,0,0,0,0,0,0,1,0,0,8,160,0,4.8
0,1,0,0,0,0,0,0,0,0,1,0,0,44,8,2,16.19
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,0,4.6
0,0,0,0,0,0,0,0,0,0,1,0,1,44,160,0,16.07
0,0,0,1,0,0,0,0,0,0,1,0,0,22,160,0,11.71
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,0,4.12
0,0,0,1,0,0,0,0,0,0,1,0,0,44,320,0,14.28
0,0,0,0,0,1,0,0,0,0,1,0,1,8,320,0,6.81
0,1,0,0,0,0,0,0,0,0,1,0,0,22,8,0,9.41
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,0,21.87
0,0,1,0,0,0,0,0,0,0,1,0,1,48,160,0,23.69
0,1,0,0,0,0,0,0,0,0,1,0,0,22,8,0,9.77
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,2,19.41
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,0,4.66
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,1,3.67
1,0,0,1,0,0,0,0,0,0,1,0,0,48,8,2,18.14
0,0,0,0,1,0,0,0,0,0,0,0,1,48,8,0,13.23
0,1,0,0,0,0,0,0,1,0,0,0,0,22,320,0,10.85
0,1,0,0,0,0,1,0,0,0,0,0,0,8,8,0,4.12
0,0,0,1,0,0,0,1,0,0,0,0,0,48,8,0,17.0
0,0,0,0,0,0,0,0,0,0,1,0,1,48,8,0,13.0
0,0,0,1,0,0,0,0,1,0,0,0,0,44,320,0,15.32
0,0,0,0,0,0,0,0,0,0,1,0,1,48,8,1,12.25
0,0,0,1,0,0,1,0,0,1,0,0,0,48,160,0,18.05
0,1,0,0,0,0,0,0,0,0,1,0,0,22,8,0,9.38
0,1,0,0,0,0,0,0,0,0,1,0,0,8,160,0,4.37
0,1,0,0,0,0,0,0,1,0,0,0,0,22,8,0,11.27
0,0,0,0,0,0,0,1,0,0,0,0,1,8,160,0,5.82
0,1,0,0,0,0,0,0,0,0,1,0,0,44,8,2,14.36
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,1,18.86
0,0,0,0,0,0,1,0,0,0,0,0,1,48,8,0,23.56
0,0,0,0,1,0,0,0,0,0,0,0,1,48,8,1,11.54
0,1,0,0,1,0,0,0,0,0,0,0,0,48,160,0,10.16
0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,0,5.7
0,0,0,1,0,0,0,0,0,0,1,0,0,48,320,0,11.88
0,0,0,0,0,1,0,0,0,0,1,0,1,48,320,0,17.13
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,0,11.51
0,0,0,0,1,0,0,0,0,0,0,0,1,44,8,1,18.47
0,0,0,1,1,0,0,0,0,0,0,0,0,22,320,0,9.62
0,0,1,0,1,0,0,0,0,0,0,0,1,8,8,1,5.29
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,0,4.65
0,0,0,0,1,0,0,0,0,0,0,0,1,22,8,2,13.84
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,0,4.36
0,1,0,0,0,0,0,0,0,0,1,0,0,44,320,0,13.19
1,0,0,0,0,0,0,1,0,0,0,0,1,48,8,1,16.48
0,0,0,0,0,0,1,0,0,0,0,0,1,22,160,0,9.75
0,0,0,0,0,0,0,0,1,0,0,0,1,22,8,2,8.12
0,1,0,0,1,0,0,0,0,0,0,0,0,8,8,0,2.33
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,0,2.53
0,1,0,0,1,0,0,0,0,0,0,0,0,48,8,0,7.11
0,0,0,0,0,0,0,0,0,0,1,0,1,22,160,0,9.68
0,1,0,0,0,0,0,1,0,1,0,0,0,22,8,0,5.67
0,1,0,0,0,0,0,0,1,0,0,0,0,22,8,1,4.75
0,0,0,0,0,0,0,0,0,0,1,0,1,44,160,0,16.03
0,0,0,1,0,0,0,0,1,0,0,0,0,8,160,0,3.25
0,0,0,1,0,0,0,1,0,0,0,0,0,48,8,2,8.84
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,1,13.74
0,1,0,0,0,0,1,0,0,0,0,0,0,44,8,0,8.57
0,0,0,1,0,0,1,0,0,0,0,0,0,22,320,0,7.98
0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,0,3.65
0,0,0,0,0,0,0,0,0,0,1,0,1,48,8,0,13.36
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,3.64
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,1,13.73
0,0,0,0,0,1,0,0,1,0,0,0,1,22,160,0,9.72
0,0,0,0,1,0,0,0,0,0,0,0,1,44,8,0,14.67
0,1,0,0,1,0,0,0,0,0,0,0,0,44,8,0,9.51
0,0,0,1,0,0,0,0,0,0,1,0,0,48,8,1,8.85
0,0,1,1,1,0,0,0,0,0,0,0,0,48,8,0,10.53
0,0,0,1,0,0,0,1,0,0,0,0,0,44,8,0,12.83
0,0,0,0,0,0,1,0,0,0,0,0,1,22,8,2,8.56
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,0,2.91
0,1,0,0,0,0,0,1,0,0,0,0,0,8,160,0,2.72
1,0,0,1,0,0,0,0,0,0,1,0,0,22,8,0,7.32
0,0,0,0,0,0,0,1,0,0,0,0,1,22,160,0,14.49
0,0,0,0,0,0,0,0,0,0,1,0,1,8,320,0,5.86
0,0,0,0,1,0,0,0,0,0,0,0,1,22,8,0,9.26
0,0,0,0,0,0,1,0,0,0,0,0,1,44,320,0,16.78
0,0,0,0,0,0,0,0,1,0,0,0,1,44,320,0,16.68
0,0,0,0,0,0,0,0,0,1,1,0,1,22,160,0,14.54
0,0,0,0,0,0,0,0,1,0,0,0,1,22,160,0,14.47
0,0,0,0,0,0,0,1,0,0,0,0,1,8,160,0,5.85
0,0,0,0,0,0,0,0,1,0,0,0,1,44,160,0,25.74
0,0,0,1,0,0,0,1,0,0,0,0,0,44,320,0,22.19
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,0,4.66
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,0,2.89
0,0,0,0,0,0,0,0,0,0,1,0,1,44,160,0,22.26
0,0,0,0,0,0,0,0,0,0,1,0,1,8,160,0,6.12
0,0,0,0,0,0,0,0,1,0,0,0,1,48,320,0,14.65
0,1,0,0,0,1,0,1,0,0,0,0,0,22,8,0,8.04
0,0,0,1,1,0,0,0,0,0,0,0,0,22,320,0,12.42
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,0,4.68
0,0,1,1,0,0,0,0,1,0,0,0,0,8,160,0,4.76
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,0,11.44
0,1,0,0,0,0,1,0,0,0,0,0,0,8,320,0,4.36
1,0,0,1,0,0,1,0,0,0,0,0,0,8,320,0,4.76
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,0,3.9
0,0,0,1,0,0,0,0,0,0,1,0,0,48,8,2,8.86
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,0,15.24
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,0,2.94
0,0,0,1,0,0,1,0,0,1,0,0,0,22,8,0,10.03
0,1,0,0,0,0,0,0,0,0,1,0,0,22,8,0,9.49
0,0,0,1,0,0,0,0,1,0,0,0,0,8,160,0,4.79
0,1,0,0,0,0,0,0,1,0,0,0,0,22,160,0,10.09
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0,4.95
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,2,17.6
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0,4.82
0,0,0,1,0,0,1,0,0,0,0,0,0,22,8,0,10.69
0,1,0,0,1,0,0,0,0,0,0,0,0,22,8,0,5.61
0,0,0,0,0,0,1,0,0,0,0,0,1,48,8,0,20.61
0,0,0,1,0,0,1,0,0,0,0,0,0,8,320,0,4.78
0,1,0,0,1,0,0,0,0,0,0,0,0,8,320,0,2.56
0,1,0,0,0,1,1,0,0,0,0,0,0,22,160,0,8.56
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,0,21.02
0,0,0,0,1,0,0,0,0,0,0,0,1,8,160,0,5.82
0,0,0,1,1,0,0,0,0,0,0,0,0,8,160,0,5.05
0,0,1,1,0,0,0,1,0,0,0,0,0,48,8,0,19.11
0,1,0,0,1,0,0,0,0,0,0,0,0,48,8,0,10.97
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,2,13.86
0,0,0,1,0,0,0,0,1,0,0,0,0,44,8,0,21.13
0,1,0,0,0,0,0,0,0,0,1,0,0,22,8,0,10.46
1,0,0,0,0,0,0,0,0,0,1,0,1,22,8,1,13.49
0,1,0,0,0,0,1,0,0,0,0,0,0,44,320,0,11.04
